Institution,Cohort Year,Major,Median earnings: full-time workers
All Institutions,5 years after graduation,"Classics and Classical Languages, Literatures, and Linguistics, General",**
All Institutions,10 years after graduation,"Classics and Classical Languages, Literatures, and Linguistics, General","$54,700 "
All Institutions,10 years after graduation,"Classics and Classical Languages, Literatures, and Linguistics, General","$56,700 "
All Institutions,10 years after graduation,"Classics and Classical Languages, Literatures, and Linguistics, General","$98,500 "
All Institutions,1 year after graduation,Clinical Laboratory Science/Medical Technology/Technologist,"$61,400 "
All Institutions,1 year after graduation,Clinical Laboratory Science/Medical Technology/Technologist,**
All Institutions,1 year after graduation,Clinical Laboratory Science/Medical Technology/Technologist,**
All Institutions,5 years after graduation,Clinical Laboratory Science/Medical Technology/Technologist,"$67,400 "
All Institutions,5 years after graduation,Clinical Laboratory Science/Medical Technology/Technologist,**
All Institutions,5 years after graduation,Clinical Laboratory Science/Medical Technology/Technologist,**
All Institutions,10 years after graduation,Clinical Laboratory Science/Medical Technology/Technologist,"$74,900 "
All Institutions,10 years after graduation,Clinical Laboratory Science/Medical Technology/Technologist,**
All Institutions,10 years after graduation,Clinical Laboratory Science/Medical Technology/Technologist,**
All Institutions,1 year after graduation,Clinical Nutrition/Nutritionist,"$39,000 "
All Institutions,1 year after graduation,Clinical Nutrition/Nutritionist,**
All Institutions,1 year after graduation,Clinical Nutrition/Nutritionist,**
All Institutions,5 years after graduation,Clinical Nutrition/Nutritionist,"$54,300 "
All Institutions,5 years after graduation,Clinical Nutrition/Nutritionist,"$59,400 "
All Institutions,5 years after graduation,Clinical Nutrition/Nutritionist,**
All Institutions,10 years after graduation,Clinical Nutrition/Nutritionist,**
All Institutions,10 years after graduation,Clinical Nutrition/Nutritionist,**
All Institutions,10 years after graduation,Clinical Nutrition/Nutritionist,**
All Institutions,1 year after graduation,"Communication and Media Studies, Other",**
All Institutions,1 year after graduation,"Communication and Media Studies, Other",**
All Institutions,1 year after graduation,"Communication and Media Studies, Other",**
All Institutions,5 years after graduation,"Communication and Media Studies, Other","$64,500 "
All Institutions,5 years after graduation,"Communication and Media Studies, Other","$72,200 "
All Institutions,5 years after graduation,"Communication and Media Studies, Other",**
All Institutions,10 years after graduation,"Communication and Media Studies, Other","$92,400 "
All Institutions,10 years after graduation,"Communication and Media Studies, Other","$75,200 "
All Institutions,10 years after graduation,"Communication and Media Studies, Other",**
All Institutions,1 year after graduation,"Communication Sciences and Disorders, General","$42,000 "
All Institutions,1 year after graduation,"Communication Sciences and Disorders, General",**
All Institutions,1 year after graduation,"Communication Sciences and Disorders, General",**
All Institutions,5 years after graduation,"Communication Sciences and Disorders, General","$47,200 "
All Institutions,5 years after graduation,"Communication Sciences and Disorders, General","$71,200 "
All Institutions,5 years after graduation,"Communication Sciences and Disorders, General",**
All Institutions,10 years after graduation,"Communication Sciences and Disorders, General",**
All Institutions,10 years after graduation,"Communication Sciences and Disorders, General",**
All Institutions,10 years after graduation,"Communication Sciences and Disorders, General",**
All Institutions,1 year after graduation,"Communication, General","$40,600 "
All Institutions,1 year after graduation,"Communication, General",**
All Institutions,1 year after graduation,"Communication, General",**
All Institutions,5 years after graduation,"Communication, General",**
All Institutions,5 years after graduation,"Communication, General",**
All Institutions,5 years after graduation,"Communication, General",**
All Institutions,10 years after graduation,"Communication, General",**
All Institutions,10 years after graduation,"Communication, General",**
All Institutions,10 years after graduation,"Communication, General",**
All Institutions,1 year after graduation,Community Health and Preventive Medicine,"$34,700 "
All Institutions,1 year after graduation,Community Health and Preventive Medicine,**
All Institutions,1 year after graduation,Community Health and Preventive Medicine,**
All Institutions,5 years after graduation,Community Health and Preventive Medicine,"$52,200 "
All Institutions,5 years after graduation,Community Health and Preventive Medicine,"$71,000 "
All Institutions,5 years after graduation,Community Health and Preventive Medicine,"$83,300 "
All Institutions,10 years after graduation,Community Health and Preventive Medicine,"$63,600 "
All Institutions,10 years after graduation,Community Health and Preventive Medicine,"$86,200 "
All Institutions,10 years after graduation,Community Health and Preventive Medicine,"$92,000 "
All Institutions,1 year after graduation,Community Health Services/Liaison/Counseling,**
All Institutions,1 year after graduation,Community Health Services/Liaison/Counseling,**
All Institutions,1 year after graduation,Community Health Services/Liaison/Counseling,**
All Institutions,5 years after graduation,Community Health Services/Liaison/Counseling,"$44,400 "
All Institutions,5 years after graduation,Community Health Services/Liaison/Counseling,**
All Institutions,5 years after graduation,Community Health Services/Liaison/Counseling,**
All Institutions,10 years after graduation,Community Health Services/Liaison/Counseling,"$51,900 "
All Institutions,10 years after graduation,Community Health Services/Liaison/Counseling,**
All Institutions,10 years after graduation,Community Health Services/Liaison/Counseling,**
All Institutions,1 year after graduation,Computational Biology,"$55,900 "
All Institutions,1 year after graduation,Computational Biology,**
All Institutions,1 year after graduation,Computational Biology,**
All Institutions,5 years after graduation,Computational Biology,**
All Institutions,5 years after graduation,Computational Biology,**
All Institutions,5 years after graduation,Computational Biology,**
All Institutions,10 years after graduation,Computational Biology,**
All Institutions,10 years after graduation,Computational Biology,**
All Institutions,10 years after graduation,Computational Biology,**
All Institutions,1 year after graduation,Computational Science,"$76,900 "
All Institutions,1 year after graduation,Computational Science,**
All Institutions,1 year after graduation,Computational Science,**
All Institutions,5 years after graduation,Computational Science,**
All Institutions,5 years after graduation,Computational Science,**
All Institutions,5 years after graduation,Computational Science,**
All Institutions,10 years after graduation,Computational Science,**
All Institutions,10 years after graduation,Computational Science,**
All Institutions,10 years after graduation,Computational Science,**
All Institutions,1 year after graduation,"Computer and Information Sciences, General","$74,800 "
All Institutions,1 year after graduation,"Computer and Information Sciences, General","$70,800 "
All Institutions,1 year after graduation,"Computer and Information Sciences, General",**
All Institutions,5 years after graduation,"Computer and Information Sciences, General","$102,300 "
All Institutions,5 years after graduation,"Computer and Information Sciences, General","$112,800 "
All Institutions,5 years after graduation,"Computer and Information Sciences, General",**
All Institutions,10 years after graduation,"Computer and Information Sciences, General","$111,800 "
All Institutions,10 years after graduation,"Computer and Information Sciences, General","$129,100 "
All Institutions,10 years after graduation,"Computer and Information Sciences, General","$162,300 "
All Institutions,1 year after graduation,Computer and Information Systems Security/Information Assurance,"$58,100 "
All Institutions,1 year after graduation,Computer and Information Systems Security/Information Assurance,**
All Institutions,1 year after graduation,Computer and Information Systems Security/Information Assurance,**
All Institutions,5 years after graduation,Computer and Information Systems Security/Information Assurance,**
All Institutions,5 years after graduation,Computer and Information Systems Security/Information Assurance,**
